best_data,std_dev,routing pass,layout pass,coupling map,lookahead
"{'depth': 876, 'depth_ratio': 3.5, 'time': 75.40366005897522, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 37.66, 'depth_ratio': 0.1514, 'time': 6.397, 'cx_gates': 38.32, 'num_gates': 38.32}",sabre_v020_look_16_beam_10,sabre_v020,hex_27,16
"{'depth': 881, 'depth_ratio': 3.52, 'time': 84.41676592826843, 'cx_gates': 813, 'num_gates': 1313}","{'depth': 39.25, 'depth_ratio': 0.1569, 'time': 8.203, 'cx_gates': 40.68, 'num_gates': 40.68}",sabre_v020_look_17_beam_10,sabre_v020,hex_27,17
"{'depth': 876, 'depth_ratio': 3.5, 'time': 93.44225573539734, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 34.99, 'depth_ratio': 0.1399, 'time': 8.571, 'cx_gates': 40.59, 'num_gates': 40.59}",sabre_v020_look_18_beam_10,sabre_v020,hex_27,18
"{'depth': 876, 'depth_ratio': 3.5, 'time': 101.22159695625305, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 38.6, 'depth_ratio': 0.1568, 'time': 12.08, 'cx_gates': 38.21, 'num_gates': 38.21}",sabre_v020_look_19_beam_10,sabre_v020,hex_27,19
"{'depth': 876, 'depth_ratio': 3.5, 'time': 112.18691205978394, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 27.69, 'depth_ratio': 0.1138, 'time': 12.13, 'cx_gates': 48.66, 'num_gates': 48.66}",sabre_v020_look_20_beam_10,sabre_v020,hex_27,20
"{'depth': 876, 'depth_ratio': 3.5, 'time': 118.8231828212738, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 46.72, 'depth_ratio': 0.1877, 'time': 16.18, 'cx_gates': 43.87, 'num_gates': 43.87}",sabre_v020_look_21_beam_10,sabre_v020,hex_27,21
"{'depth': 876, 'depth_ratio': 3.5, 'time': 129.26189398765564, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 25.9, 'depth_ratio': 0.1066, 'time': 17.21, 'cx_gates': 54.12, 'num_gates': 54.12}",sabre_v020_look_22_beam_10,sabre_v020,hex_27,22
"{'depth': 876, 'depth_ratio': 3.5, 'time': 138.92554807662964, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 46.72, 'depth_ratio': 0.1877, 'time': 23.96, 'cx_gates': 43.87, 'num_gates': 43.87}",sabre_v020_look_23_beam_10,sabre_v020,hex_27,23
"{'depth': 876, 'depth_ratio': 3.5, 'time': 152.31856608390808, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 25.9, 'depth_ratio': 0.1066, 'time': 23.83, 'cx_gates': 54.12, 'num_gates': 54.12}",sabre_v020_look_24_beam_10,sabre_v020,hex_27,24
"{'depth': 876, 'depth_ratio': 3.5, 'time': 160.02439284324646, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 44.4, 'depth_ratio': 0.1783, 'time': 23.23, 'cx_gates': 46.73, 'num_gates': 46.73}",sabre_v020_look_25_beam_10,sabre_v020,hex_27,25
"{'depth': 876, 'depth_ratio': 3.5, 'time': 169.12295818328857, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 23.99, 'depth_ratio': 0.09887, 'time': 24.34, 'cx_gates': 56.81, 'num_gates': 56.81}",sabre_v020_look_26_beam_10,sabre_v020,hex_27,26
"{'depth': 876, 'depth_ratio': 3.5, 'time': 181.1793189048767, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 44.4, 'depth_ratio': 0.1783, 'time': 29.2, 'cx_gates': 46.73, 'num_gates': 46.73}",sabre_v020_look_27_beam_10,sabre_v020,hex_27,27
"{'depth': 876, 'depth_ratio': 3.5, 'time': 193.35160493850708, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 23.99, 'depth_ratio': 0.09887, 'time': 30.59, 'cx_gates': 56.81, 'num_gates': 56.81}",sabre_v020_look_28_beam_10,sabre_v020,hex_27,28
"{'depth': 876, 'depth_ratio': 3.5, 'time': 486.1628768444061, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 44.4, 'depth_ratio': 0.1783, 'time': 7700.0, 'cx_gates': 46.73, 'num_gates': 46.73}",sabre_v020_look_29_beam_10,sabre_v020,hex_27,29
"{'depth': 876, 'depth_ratio': 3.5, 'time': 227.44154691696167, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 23.99, 'depth_ratio': 0.09887, 'time': 38.48, 'cx_gates': 56.81, 'num_gates': 56.81}",sabre_v020_look_30_beam_10,sabre_v020,hex_27,30
"{'depth': 876, 'depth_ratio': 3.5, 'time': 237.47689509391785, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 43.16, 'depth_ratio': 0.1733, 'time': 38.08, 'cx_gates': 49.95, 'num_gates': 49.95}",sabre_v020_look_31_beam_10,sabre_v020,hex_27,31
"{'depth': 876, 'depth_ratio': 3.5, 'time': 249.59406208992004, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 24.08, 'depth_ratio': 0.09932, 'time': 41.5, 'cx_gates': 60.13, 'num_gates': 60.13}",sabre_v020_look_32_beam_10,sabre_v020,hex_27,32
"{'depth': 876, 'depth_ratio': 3.5, 'time': 262.4365737438202, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 43.17, 'depth_ratio': 0.1733, 'time': 52.11, 'cx_gates': 51.87, 'num_gates': 51.87}",sabre_v020_look_33_beam_10,sabre_v020,hex_27,33
"{'depth': 876, 'depth_ratio': 3.5, 'time': 280.057834148407, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 23.91, 'depth_ratio': 0.09847, 'time': 52.38, 'cx_gates': 61.95, 'num_gates': 61.95}",sabre_v020_look_34_beam_10,sabre_v020,hex_27,34
"{'depth': 876, 'depth_ratio': 3.5, 'time': 290.8783459663391, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 43.43, 'depth_ratio': 0.1742, 'time': 55.93, 'cx_gates': 49.95, 'num_gates': 49.95}",sabre_v020_look_35_beam_10,sabre_v020,hex_27,35
"{'depth': 876, 'depth_ratio': 3.5, 'time': 302.59086298942566, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 23.47, 'depth_ratio': 0.09666, 'time': 63.73, 'cx_gates': 60.13, 'num_gates': 60.13}",sabre_v020_look_36_beam_10,sabre_v020,hex_27,36
"{'depth': 876, 'depth_ratio': 3.5, 'time': 322.58575534820557, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 43.43, 'depth_ratio': 0.1742, 'time': 68.59, 'cx_gates': 49.95, 'num_gates': 49.95}",sabre_v020_look_37_beam_10,sabre_v020,hex_27,37
"{'depth': 876, 'depth_ratio': 3.5, 'time': 342.14892196655273, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 23.47, 'depth_ratio': 0.09666, 'time': 74.71, 'cx_gates': 60.13, 'num_gates': 60.13}",sabre_v020_look_38_beam_10,sabre_v020,hex_27,38
"{'depth': 876, 'depth_ratio': 3.5, 'time': 351.5348780155182, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 43.43, 'depth_ratio': 0.1742, 'time': 82.99, 'cx_gates': 49.95, 'num_gates': 49.95}",sabre_v020_look_39_beam_10,sabre_v020,hex_27,39
"{'depth': 876, 'depth_ratio': 3.5, 'time': 565.1320247650146, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 21.99, 'depth_ratio': 0.08931, 'time': 89.01, 'cx_gates': 64.41, 'num_gates': 64.41}",sabre_v020_look_40_beam_10,sabre_v020,hex_27,40
"{'depth': 876, 'depth_ratio': 3.5, 'time': 600.248517036438, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 41.88, 'depth_ratio': 0.1667, 'time': 97.8, 'cx_gates': 53.83, 'num_gates': 53.83}",sabre_v020_look_41_beam_10,sabre_v020,hex_27,41
"{'depth': 876, 'depth_ratio': 3.5, 'time': 650.0130076408386, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 23.4, 'depth_ratio': 0.09394, 'time': 102.3, 'cx_gates': 63.77, 'num_gates': 63.77}",sabre_v020_look_42_beam_10,sabre_v020,hex_27,42
"{'depth': 876, 'depth_ratio': 3.5, 'time': 655.354749917984, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 41.01, 'depth_ratio': 0.1629, 'time': 8309.0, 'cx_gates': 57.87, 'num_gates': 57.87}",sabre_v020_look_43_beam_10,sabre_v020,hex_27,43
"{'depth': 876, 'depth_ratio': 3.5, 'time': 705.64562727245, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 41.01, 'depth_ratio': 0.1629, 'time': 8309.0, 'cx_gates': 57.87, 'num_gates': 57.87}",sabre_v020_look_44_beam_10,sabre_v020,hex_27,44
"{'depth': 876, 'depth_ratio': 3.5, 'time': 735.267358935637, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 41.01, 'depth_ratio': 0.1629, 'time': 8309.0, 'cx_gates': 57.87, 'num_gates': 57.87}",sabre_v020_look_45_beam_10,sabre_v020,hex_27,45
"{'depth': 876, 'depth_ratio': 3.5, 'time': 775.272728558676, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 41.01, 'depth_ratio': 0.1629, 'time': 8309.0, 'cx_gates': 57.87, 'num_gates': 57.87}",sabre_v020_look_46_beam_10,sabre_v020,hex_27,46
"{'depth': 876, 'depth_ratio': 3.5, 'time': 803.736726245156, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 41.01, 'depth_ratio': 0.1629, 'time': 8309.0, 'cx_gates': 57.87, 'num_gates': 57.87}",sabre_v020_look_47_beam_10,sabre_v020,hex_27,47
"{'depth': 876, 'depth_ratio': 3.5, 'time': 848.654644256225, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 41.01, 'depth_ratio': 0.1629, 'time': 8309.0, 'cx_gates': 57.87, 'num_gates': 57.87}",sabre_v020_look_48_beam_10,sabre_v020,hex_27,48
"{'depth': 876, 'depth_ratio': 3.5, 'time': 874.356463522456, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 41.01, 'depth_ratio': 0.1629, 'time': 8309.0, 'cx_gates': 57.87, 'num_gates': 57.87}",sabre_v020_look_49_beam_10,sabre_v020,hex_27,49
"{'depth': 876, 'depth_ratio': 3.5, 'time': 919.8325109481812, 'cx_gates': 801, 'num_gates': 1301}","{'depth': 13.03, 'depth_ratio': 0.05276, 'time': 172.7, 'cx_gates': 19.2, 'num_gates': 19.2}",sabre_v020_look_50_beam_10,sabre_v020,hex_27,50
